Periodo,Ano,Mes,Receitas_Ativas,Receitas_Passivas,Total_Receitas,Despesas_Operacionais,Despesas_Patrimoniais,Total_Despesas,Financiamento1_Studio,Financiamento2_Moradia,Financiamento3_Orlando,Venda_Ativos,Desembolso_Objetivos,Portfolio_Inicial,Rendimento_Portfolio,Saving,Portfolio_Final
2048/12,2048,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14447483.32,0.00,-22877.00,14471903.62
2049/01,2049,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14471903.62,0.00,33000.00,14552280.86
2049/02,2049,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,14552280.86,0.00,31800.00,14631721.24
2049/03,2049,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14631721.24,0.00,33000.00,14712621.69
2049/04,2049,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14712621.69,0.00,63000.00,14823786.99
2049/05,2049,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14823786.99,0.00,33000.00,14905316.21
2049/06,2049,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14905316.21,0.00,33000.00,14987112.33
2049/07,2049,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,14987112.33,0.00,-22877.00,15013299.24
2049/08,2049,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15013299.24,0.00,33000.00,15095448.88
2049/09,2049,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15095448.88,0.00,33000.00,15177867.45
2049/10,2049,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15177867.45,0.00,33000.00,15260555.84
2049/11,2049,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15260555.84,0.00,99666.33,15410181.25
2049/12,2049,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15410181.25,0.00,-22877.00,15437753.18
2050/01,2050,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15437753.18,0.00,33000.00,15521292.36
2050/02,2050,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,15521292.36,0.00,31800.00,15603905.04
2050/03,2050,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15603905.04,0.00,33000.00,15687988.16
2050/04,2050,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15687988.16,0.00,63000.00,15802346.55
2050/05,2050,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15802346.55,0.00,33000.00,15887079.32
2050/06,2050,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15887079.32,0.00,33000.00,15972089.49
2050/07,2050,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,15972089.49,0.00,-22877.00,16001500.95
2050/08,2050,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16001500.95,0.00,33000.00,16086885.70
2050/09,2050,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16086885.70,0.00,33000.00,16172549.98
2050/10,2050,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16172549.98,0.00,33000.00,16258494.70
2050/11,2050,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16258494.70,0.00,99666.33,16411387.11
2050/12,2050,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16411387.11,0.00,-22877.00,16442236.72
2051/01,2051,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16442236.72,0.00,33000.00,16529064.33
2051/02,2051,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,16529064.33,0.00,31800.00,16614976.18
2051/03,2051,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16614976.18,0.00,33000.00,16702369.29
2051/04,2051,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16702369.29,0.00,63000.00,16820048.50
2051/05,2051,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16820048.50,0.00,33000.00,16908112.96
2051/06,2051,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16908112.96,0.00,33000.00,16996465.72
2051/07,2051,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,16996465.72,0.00,-22877.00,17029230.73
2051/08,2051,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,17029230.73,0.00,33000.00,17117980.00
2051/09,2051,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,17117980.00,0.00,33000.00,17207019.81
2051/10,2051,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,17207019.81,0.00,33000.00,17296351.12
2051/11,2051,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,17296351.12,0.00,99666.33,17452641.20
2051/12,2051,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,17452641.20,0.00,-22877.00,17486899.61
2052/01,2052,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,17486899.61,0.00,33000.00,17577147.17
2052/02,2052,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,17577147.17,0.00,31800.00,17666490.17
2052/03,2052,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,17666490.17,0.00,33000.00,17757325.66
2052/04,2052,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,17757325.66,0.00,63000.00,17878458.53
2052/05,2052,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,17878458.53,0.00,33000.00,17969987.95
2052/06,2052,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,17969987.95,0.00,33000.00,18061817.01
2052/07,2052,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,18061817.01,0.00,-22877.00,18098069.70
2052/08,2052,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,18098069.70,0.00,33000.00,18190318.07
2052/09,2052,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,18190318.07,0.00,33000.00,18282868.44
2052/10,2052,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,18282868.44,0.00,33000.00,18375721.79
2052/11,2052,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,18375721.79,0.00,99666.33,18535545.45
2052/12,2052,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,18535545.45,0.00,-22877.00,18573349.01
2053/01,2053,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,18573349.01,0.00,33000.00,18667153.32
2053/02,2053,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,18667153.32,0.00,31800.00,18760064.72
2053/03,2053,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,18760064.72,0.00,33000.00,18854480.29
2053/04,2053,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,18854480.29,0.00,63000.00,18979204.95
2053/05,2053,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,18979204.95,0.00,33000.00,19074337.93
2053/06,2053,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,19074337.93,0.00,33000.00,19169782.35
2053/07,2053,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,19169782.35,0.00,-22877.00,19209662.23
2053/08,2053,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,19209662.23,0.00,33000.00,19305549.67
2053/09,2053,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,19305549.67,0.00,33000.00,19401751.01
2053/10,2053,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,19401751.01,0.00,33000.00,19498267.30
2053/11,2053,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,19498267.30,0.00,99666.33,19661765.88
2053/12,2053,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,19661765.88,0.00,-22877.00,19703256.38
2054/01,2054,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,19703256.38,0.00,33000.00,19800759.72
2054/02,2054,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,19800759.72,0.00,31800.00,19897382.25
2054/03,2054,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,19897382.25,0.00,33000.00,19995521.10
2054/04,2054,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,19995521.10,0.00,63000.00,20123981.24
2054/05,2054,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,20123981.24,0.00,33000.00,20222861.92
2054/06,2054,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,20222861.92,0.00,33000.00,20322066.30
2054/07,2054,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,20322066.30,0.00,-22877.00,20365718.46
2054/08,2054,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,20365718.46,0.00,33000.00,20465390.52
2054/09,2054,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,20465390.52,0.00,33000.00,20565388.89
2054/10,2054,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,20565388.89,0.00,33000.00,20665714.62
2054/11,2054,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,20665714.62,0.00,99666.33,20833035.12
2054/12,2054,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,20833035.12,0.00,-22877.00,20878360.06
2055/01,2055,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,20878360.06,0.00,-27000.00,20919710.37
2055/02,2055,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,20919710.37,0.00,-28200.00,20959996.06
2055/03,2055,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,20959996.06,0.00,-27000.00,21001613.63
2055/04,2055,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21001613.63,0.00,-27000.00,21043367.45
2055/05,2055,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21043367.45,0.00,-27000.00,21085257.96
2055/06,2055,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21085257.96,0.00,-27000.00,21127285.61
2055/07,2055,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21127285.61,0.00,-82877.00,21113573.85
2055/08,2055,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21113573.85,0.00,-27000.00,21155694.19
2055/09,2055,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21155694.19,0.00,-27000.00,21197952.43
2055/10,2055,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21197952.43,0.00,-27000.00,21240349.01
2055/11,2055,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21240349.01,0.00,-27000.00,21282884.39
2055/12,2055,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21282884.39,0.00,-82877.00,21269682.01
2056/01,2056,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21269682.01,0.00,-27000.00,21312313.41
2056/02,2056,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,21312313.41,0.00,-28200.00,21353884.38
2056/03,2056,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21353884.38,0.00,-27000.00,21396791.44
2056/04,2056,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21396791.44,0.00,-27000.00,21439838.97
2056/05,2056,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21439838.97,0.00,-27000.00,21483027.42
2056/06,2056,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21483027.42,0.00,-27000.00,21526357.27
2056/07,2056,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21526357.27,0.00,-82877.00,21513951.96
2056/08,2056,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21513951.96,0.00,-27000.00,21557383.04
2056/09,2056,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21557383.04,0.00,-27000.00,21600956.30
2056/10,2056,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21600956.30,0.00,-27000.00,21644672.21
2056/11,2056,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21644672.21,0.00,-27000.00,21688531.24
2056/12,2056,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21688531.24,0.00,-82877.00,21676656.84
2057/01,2057,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21676656.84,0.00,-27000.00,21720620.58
2057/02,2057,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,21720620.58,0.00,-28200.00,21763528.24
2057/03,2057,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21763528.24,0.00,-27000.00,21807776.36
2057/04,2057,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21807776.36,0.00,-27000.00,21852169.35
2057/05,2057,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21852169.35,0.00,-27000.00,21896707.67
2057/06,2057,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21896707.67,0.00,-27000.00,21941391.79
2057/07,2057,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21941391.79,0.00,-82877.00,21930345.20
2057/08,2057,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21930345.20,0.00,-27000.00,21975139.44
2057/09,2057,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,21975139.44,0.00,-27000.00,22020080.33
2057/10,2057,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22020080.33,0.00,-27000.00,22065168.34
2057/11,2057,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22065168.34,0.00,-27000.00,22110403.96
2057/12,2057,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22110403.96,0.00,-82877.00,22099910.67
2058/01,2058,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22099910.67,0.00,-27000.00,22145260.03
2058/02,2058,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,22145260.03,0.00,-28200.00,22189557.84
2058/03,2058,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22189557.84,0.00,-27000.00,22235200.68
2058/04,2058,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22235200.68,0.00,-27000.00,22280992.94
2058/05,2058,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22280992.94,0.00,-27000.00,22326935.12
2058/06,2058,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22326935.12,0.00,-27000.00,22373027.69
2058/07,2058,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22373027.69,0.00,-82877.00,22363394.16
2058/08,2058,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22363394.16,0.00,-27000.00,22409606.10
2058/09,2058,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22409606.10,0.00,-27000.00,22455969.32
2058/10,2058,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22455969.32,0.00,-27000.00,22502484.32
2058/11,2058,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22502484.32,0.00,-27000.00,22549151.59
2058/12,2058,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22549151.59,0.00,-82877.00,22540094.65
2059/01,2059,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22540094.65,0.00,-27000.00,22586885.05
2059/02,2059,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,22586885.05,0.00,-28200.00,22632628.64
2059/03,2059,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22632628.64,0.00,-27000.00,22679721.97
2059/04,2059,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22679721.97,0.00,-27000.00,22726969.48
2059/05,2059,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22726969.48,0.00,-27000.00,22774371.67
2059/06,2059,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22774371.67,0.00,-27000.00,22821929.03
2059/07,2059,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22821929.03,0.00,-82877.00,22813765.09
2059/08,2059,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22813765.09,0.00,-27000.00,22861451.42
2059/09,2059,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22861451.42,0.00,-27000.00,22909293.86
2059/10,2059,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22909293.86,0.00,-27000.00,22957292.93
2059/11,2059,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22957292.93,0.00,-27000.00,23005449.13
2059/12,2059,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23005449.13,0.00,-82877.00,22997885.99
2060/01,2060,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,22997885.99,0.00,-27000.00,23046175.08
2060/02,2060,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,23046175.08,0.00,-28200.00,23093422.26
2060/03,2060,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23093422.26,0.00,-27000.00,23142024.12
2060/04,2060,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23142024.12,0.00,-27000.00,23190785.08
2060/05,2060,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23190785.08,0.00,-27000.00,23239705.68
2060/06,2060,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23239705.68,0.00,-27000.00,23288786.43
2060/07,2060,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23288786.43,0.00,-82877.00,23282150.85
2060/08,2060,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23282150.85,0.00,-27000.00,23331370.56
2060/09,2060,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23331370.56,0.00,-27000.00,23380751.39
2060/10,2060,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23380751.39,0.00,-27000.00,23430293.89
2060/11,2060,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23430293.89,0.00,-27000.00,23479998.57
2060/12,2060,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23479998.57,0.00,-82877.00,23473988.98
2061/01,2061,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23473988.98,0.00,-27000.00,23523836.71
2061/02,2061,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,23523836.71,0.00,-28200.00,23572647.63
2061/03,2061,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23572647.63,0.00,-27000.00,23622818.35
2061/04,2061,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23622818.35,0.00,-27000.00,23673153.31
2061/05,2061,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23673153.31,0.00,-27000.00,23723653.05
2061/06,2061,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23723653.05,0.00,-27000.00,23774318.12
2061/07,2061,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23774318.12,0.00,-82877.00,23769272.05
2061/08,2061,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23769272.05,0.00,-27000.00,23820086.46
2061/09,2061,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23820086.46,0.00,-27000.00,23871067.22
2061/10,2061,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23871067.22,0.00,-27000.00,23922214.89
2061/11,2061,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23922214.89,0.00,-27000.00,23973529.99
2061/12,2061,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23973529.99,0.00,-82877.00,23969136.09
2062/01,2062,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,23969136.09,0.00,-27000.00,24020604.81
2062/02,2062,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,24020604.81,0.00,-28200.00,24071042.01
2062/03,2062,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24071042.01,0.00,-27000.00,24122844.34
2062/04,2062,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24122844.34,0.00,-27000.00,24174816.26
2062/05,2062,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24174816.26,0.00,-27000.00,24226958.32
2062/06,2062,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24226958.32,0.00,-27000.00,24279271.07
2062/07,2062,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24279271.07,0.00,-82877.00,24275878.09
2062/08,2062,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24275878.09,0.00,-27000.00,24328351.00
2062/09,2062,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24328351.00,0.00,-27000.00,24380995.69
2062/10,2062,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24380995.69,0.00,-27000.00,24433812.72
2062/11,2062,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24433812.72,0.00,-27000.00,24486802.67
2062/12,2062,12,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24486802.67,0.00,-82877.00,24484089.09
2063/01,2063,1,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24484089.09,0.00,-27000.00,24537243.62
2063/02,2063,2,0.00,0.00,0.00,0.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,24537243.62,0.00,-28200.00,24589372.17
2063/03,2063,3,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24589372.17,0.00,-27000.00,24642871.38
2063/04,2063,4,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24642871.38,0.00,-27000.00,24696545.73
2063/05,2063,5,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24696545.73,0.00,-27000.00,24750395.79
2063/06,2063,6,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24750395.79,0.00,-27000.00,24804422.15
2063/07,2063,7,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24804422.15,0.00,-82877.00,24802748.37
2063/08,2063,8,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24802748.37,0.00,-27000.00,24856946.12
2063/09,2063,9,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24856946.12,0.00,-27000.00,24911321.29
2063/10,2063,10,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24911321.29,0.00,-27000.00,24965874.47
2063/11,2063,11,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,24965874.47,0.00,-27000.00,25020606.25
