Periodo;Mes;Ano;Basicas;Dependentes;Estilo;Viagens;Patrimonial;Financiamento 1;Financiamento 2;Financiamento 3;Financiamento 4;Financiamento 5;Despesas Totais;Receita Fixa;Receita Variavel;Receita Patrimonio;INSS;Receitas Totais;CS;Portf Inicial;Total Vendas;Projetos;Saving;Renta $;Portf Final
69306;outubro;2089;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;57491456.52;0.00;0.00;-27000.00;0.00;57652668.59
69337;novembro;2089;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;57652668.59;0.00;0.00;-27000.00;0.00;57814408.42
69367;dezembro;2089;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;57814408.42;0.00;0.00;-82426.00;0.00;57921251.75
69398;janeiro;2090;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;57921251.75;0.00;0.00;-27000.00;0.00;58083870.86
69429;fevereiro;2090;23000.00;0.00;13000.00;0.00;2200.00;0.00;0.00;0.00;0.00;0.00;38200.00;0.00;10000.00;0.00;0.00;10000.00;;58083870.86;0.00;0.00;-28200.00;0.00;58245822.33
69457;março;2090;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;58245822.33;0.00;0.00;-27000.00;0.00;58409504.00
69488;abril;2090;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;58409504.00;0.00;0.00;-27000.00;0.00;58573721.52
69518;maio;2090;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;58573721.52;0.00;0.00;-27000.00;0.00;58738476.64
69549;junho;2090;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;58738476.64;0.00;0.00;-27000.00;0.00;58903771.13
69579;julho;2090;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;58903771.13;0.00;0.00;-82426.00;0.00;59014180.75
69610;agosto;2090;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;59014180.75;0.00;0.00;-27000.00;0.00;59180377.82
69641;setembro;2090;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;59180377.82;0.00;0.00;-27000.00;0.00;59347118.97
69671;outubro;2090;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;59347118.97;0.00;0.00;-27000.00;0.00;59514406.00
69702;novembro;2090;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;59514406.00;0.00;0.00;-27000.00;0.00;59682240.68
69732;dezembro;2090;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;59682240.68;0.00;0.00;-82426.00;0.00;59795198.80
69763;janeiro;2091;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;59795198.80;0.00;0.00;-27000.00;0.00;59963952.72
69794;fevereiro;2091;23000.00;0.00;13000.00;0.00;2200.00;0.00;0.00;0.00;0.00;0.00;38200.00;0.00;10000.00;0.00;0.00;10000.00;;59963952.72;0.00;0.00;-28200.00;0.00;60132059.10
69822;março;2091;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;60132059.10;0.00;0.00;-27000.00;0.00;60301915.82
69853;abril;2091;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;60301915.82;0.00;0.00;-27000.00;0.00;60472328.60
69883;maio;2091;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;60472328.60;0.00;0.00;-27000.00;0.00;60643299.26
69914;junho;2091;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;60643299.26;0.00;0.00;-27000.00;0.00;60814829.65
69944;julho;2091;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;60814829.65;0.00;0.00;-82426.00;0.00;60931495.57
69975;agosto;2091;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;60931495.57;0.00;0.00;-27000.00;0.00;61103969.43
70006;setembro;2091;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;61103969.43;0.00;0.00;-27000.00;0.00;61277007.93
70036;outubro;2091;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;61277007.93;0.00;0.00;-27000.00;0.00;61450612.91
70067;novembro;2091;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;61450612.91;0.00;0.00;-27000.00;0.00;61624786.22
70097;dezembro;2091;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;61624786.22;0.00;0.00;-82426.00;0.00;61744103.74
70128;janeiro;2092;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;61744103.74;0.00;0.00;-27000.00;0.00;61919237.87
70159;fevereiro;2092;23000.00;0.00;13000.00;0.00;2200.00;0.00;0.00;0.00;0.00;0.00;38200.00;0.00;10000.00;0.00;0.00;10000.00;;61919237.87;0.00;0.00;-28200.00;0.00;62093745.34
70188;março;2092;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;62093745.34;0.00;0.00;-27000.00;0.00;62270024.10
70219;abril;2092;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;62270024.10;0.00;0.00;-27000.00;0.00;62446879.96
70249;maio;2092;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;62446879.96;0.00;0.00;-27000.00;0.00;62624314.79
70280;junho;2092;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;62624314.79;0.00;0.00;-27000.00;0.00;62802330.50
70310;julho;2092;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;62802330.50;0.00;0.00;-82426.00;0.00;62925502.99
70341;agosto;2092;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;62925502.99;0.00;0.00;-27000.00;0.00;63104504.71
70372;setembro;2092;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;63104504.71;0.00;0.00;-27000.00;0.00;63284092.44
70402;outubro;2092;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;63284092.44;0.00;0.00;-27000.00;0.00;63464268.09
70433;novembro;2092;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;63464268.09;0.00;0.00;-27000.00;0.00;63645033.59
70463;dezembro;2092;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;63645033.59;0.00;0.00;-82426.00;0.00;63770964.87
70494;janeiro;2093;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;63770964.87;0.00;0.00;-27000.00;0.00;63952734.42
70525;fevereiro;2093;23000.00;0.00;13000.00;0.00;2200.00;0.00;0.00;0.00;0.00;0.00;38200.00;0.00;10000.00;0.00;0.00;10000.00;;63952734.42;0.00;0.00;-28200.00;0.00;64133899.03
70553;março;2093;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;64133899.03;0.00;0.00;-27000.00;0.00;64316856.72
70584;abril;2093;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;64316856.72;0.00;0.00;-27000.00;0.00;64500413.38
70614;maio;2093;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;64500413.38;0.00;0.00;-27000.00;0.00;64684570.94
70645;junho;2093;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;64684570.94;0.00;0.00;-27000.00;0.00;64869331.40
70675;julho;2093;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;64869331.40;0.00;0.00;-82426.00;0.00;64999270.71
70706;agosto;2093;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;64999270.71;0.00;0.00;-27000.00;0.00;65185061.41
70737;setembro;2093;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;65185061.41;0.00;0.00;-27000.00;0.00;65371460.34
70767;outubro;2093;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;65371460.34;0.00;0.00;-27000.00;0.00;65558469.49
70798;novembro;2093;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;65558469.49;0.00;0.00;-27000.00;0.00;65746090.86
70828;dezembro;2093;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;65746090.86;0.00;0.00;-82426.00;0.00;65878900.45
70859;janeiro;2094;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;65878900.45;0.00;0.00;-27000.00;0.00;66067570.83
70890;fevereiro;2094;23000.00;0.00;13000.00;0.00;2200.00;0.00;0.00;0.00;0.00;0.00;38200.00;0.00;10000.00;0.00;0.00;10000.00;;66067570.83;0.00;0.00;-28200.00;0.00;66255658.86
70918;março;2094;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;66255658.86;0.00;0.00;-27000.00;0.00;66445562.65
70949;abril;2094;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;66445562.65;0.00;0.00;-27000.00;0.00;66636088.13
70979;maio;2094;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;66636088.13;0.00;0.00;-27000.00;0.00;66827237.34
71010;junho;2094;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;66827237.34;0.00;0.00;-27000.00;0.00;67019012.33
71040;julho;2094;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;67019012.33;0.00;0.00;-82426.00;0.00;67155989.13
71071;agosto;2094;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;67155989.13;0.00;0.00;-27000.00;0.00;67348840.37
71102;setembro;2094;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;67348840.37;0.00;0.00;-27000.00;0.00;67542322.95
71132;outubro;2094;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;67542322.95;0.00;0.00;-27000.00;0.00;67736438.93
71163;novembro;2094;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;67736438.93;0.00;0.00;-27000.00;0.00;67931190.41
71193;dezembro;2094;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;67931190.41;0.00;0.00;-82426.00;0.00;68071153.45
71224;janeiro;2095;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;68071153.45;0.00;0.00;-27000.00;0.00;68267000.69
71255;fevereiro;2095;23000.00;0.00;13000.00;0.00;2200.00;0.00;0.00;0.00;0.00;0.00;38200.00;0.00;10000.00;0.00;0.00;10000.00;;68267000.69;0.00;0.00;-28200.00;0.00;68462289.09
71283;março;2095;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;68462289.09;0.00;0.00;-27000.00;0.00;68659416.81
71314;abril;2095;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;68659416.81;0.00;0.00;-27000.00;0.00;68857189.87
71344;maio;2095;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;68857189.87;0.00;0.00;-27000.00;0.00;69055610.39
71375;junho;2095;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;69055610.39;0.00;0.00;-27000.00;0.00;69254680.49
71405;julho;2095;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;69254680.49;0.00;0.00;-82426.00;0.00;69398976.30
71436;agosto;2095;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;69398976.30;0.00;0.00;-27000.00;0.00;69599170.49
71467;setembro;2095;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;69599170.49;0.00;0.00;-27000.00;0.00;69800020.06
71497;outubro;2095;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;69800020.06;0.00;0.00;-27000.00;0.00;70001527.16
71528;novembro;2095;23000.00;0.00;13000.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;37000.00;0.00;10000.00;0.00;0.00;10000.00;;70001527.16;0.00;0.00;-27000.00;0.00;70203693.95
71558;dezembro;2095;23000.00;0.00;13000.00;55426.00;1000.00;0.00;0.00;0.00;0.00;0.00;92426.00;0.00;10000.00;0.00;0.00;10000.00;;70203693.95;0.00;0.00;-82426.00;0.00;70351096.57
