id,planejamento_id,ano,mes,periodo,data,despesas_basicas,despesas_dependentes,despesas_estilo,despesas_viagens,despesas_patrimoniais,financiamento_1,financiamento_2,financiamento_3,financiamento_4,financiamento_5,receita_ativa,receita_passiva,receita_patrimonio,inss,venda_ativos,desembolso_objetivos,despesas_totais,receitas_totais,cs,portfolio_inicial,total_vendas,projetos,saving,renta_dolar,portfolio_final,projetos_brl,projetos_usd,caixa,longevidade,gerado_em,versao
37,2,2026,1,46022,2026-01-01,23000,12000,13000,0,10723.99,4643.95,18197.32,9259.4,0,0,70000,0,15035.2,0,0,0,90824.66,85035.2,0,3791346.25,0,0,-5789.46,0,3797968.66,0,0,0,0,2025-08-13 11:17:14.558038,1
38,2,2026,2,46053,2026-02-01,23000,12000,13000,0,12578.25,4643.95,18135.3,9259.4,0,0,70000,0,15035.2,0,0,0,92616.9,85035.2,0,3797968.66,0,0,-7581.7,0,3802820.52,0,0,0,0,2025-08-13 11:17:14.718523,1
39,2,2026,3,46081,2026-03-01,23000,12000,13000,0,10723.99,4643.95,18073.28,9259.4,0,0,70000,0,15035.2,0,0,0,90700.62,85035.2,0,3802820.52,0,0,-5665.42,0,3809604.55,0,0,0,0,2025-08-13 11:17:14.869198,1
40,2,2026,4,46112,2026-04-01,23000,12000,13000,0,10723.99,4643.95,18011.26,9259.4,0,0,135000,0,15035.2,0,0,0,90638.6,150035.2,0,3809604.55,0,0,59396.6,0,3881472.8,0,0,0,0,2025-08-13 11:17:15.026873,1
41,2,2026,5,46142,2026-05-01,23000,12000,13000,0,10723.99,4643.95,17949.24,9259.4,0,0,70000,0,15035.2,0,0,0,90576.58,85035.2,0,3881472.8,0,0,-5541.38,0,3888638.36,0,0,0,0,2025-08-13 11:17:15.187922,1
42,2,2026,6,46173,2026-06-01,23000,12000,13000,0,10723.99,4643.95,17887.22,9259.4,0,0,70000,0,15035.2,0,0,0,90514.56,85035.2,0,3888638.36,0,0,-5479.36,0,3895889.39,0,0,0,0,2025-08-13 11:17:15.354894,1
43,2,2026,7,46203,2026-07-01,23000,12000,13000,55426,10723.99,4643.95,17825.19,9259.4,0,0,70000,0,15035.2,0,0,0,145878.54,85035.2,0,3895889.39,0,0,-60843.34,0,3847800.18,0,0,0,0,2025-08-13 11:17:15.504244,1
44,2,2026,8,46234,2026-08-01,23000,12000,13000,0,10723.99,4643.95,17763.17,9259.4,0,0,70000,0,15035.2,0,0,0,90390.52,85035.2,0,3847800.18,0,0,-5355.32,0,3855041.56,0,0,0,0,2025-08-13 11:17:15.644072,1
45,2,2026,9,46265,2026-09-01,23000,12000,13000,0,10723.99,4643.95,17701.15,9259.4,0,0,70000,0,15035.2,0,0,0,90328.49,85035.2,0,3855041.56,0,0,-5293.29,0,3862368.67,0,0,0,0,2025-08-13 11:17:15.812243,1
46,2,2026,10,46295,2026-10-01,23000,12000,13000,0,10723.99,4643.95,17639.13,9259.4,0,0,70000,0,15035.2,0,0,0,90266.47,85035.2,0,3862368.67,0,0,-5231.27,0,3869781.79,0,0,0,0,2025-08-13 11:17:16.007024,1
47,2,2026,11,46326,2026-11-01,23000,12000,13000,0,10723.99,4643.95,17577.11,9259.4,0,0,136666.33,0,15035.2,0,0,0,90204.45,151701.53,0,3869781.79,0,0,61497.08,0,3943947.53,0,0,0,0,2025-08-13 11:17:16.172864,1
48,2,2026,12,46356,2026-12-01,23000,12000,13000,55426,10723.99,4643.95,17515.09,9259.4,0,0,70000,0,15035.2,0,0,0,145568.43,85035.2,0,3943947.53,0,0,-60533.23,0,3896325.75,0,0,0,0,2025-08-13 11:17:16.337179,1
49,2,2027,1,46387,2027-01-01,23000,13000,13000,0,10723.99,4643.95,17453.07,9259.4,0,0,70000,0,15035.2,0,0,0,91080.41,85035.2,0,3896325.75,0,0,-6045.21,0,3903036.1,0,0,0,0,2025-08-13 11:17:16.529096,1
50,2,2027,2,46418,2027-02-01,23000,13000,13000,0,12578.25,4643.95,17391.05,9259.4,0,0,70000,0,15035.2,0,0,0,92872.65,85035.2,0,3903036.1,0,0,-7837.45,0,3907976.18,0,0,0,0,2025-08-13 11:17:16.698088,1
51,2,2027,3,46446,2027-03-01,23000,13000,13000,0,10723.99,4643.95,17329.03,9259.4,0,0,70000,0,15035.2,0,0,0,90956.37,85035.2,0,3907976.18,0,0,-5921.17,0,3914848.7,0,0,0,0,2025-08-13 11:17:16.868534,1
52,2,2027,4,46477,2027-04-01,23000,13000,13000,0,10723.99,4643.95,17267,9259.4,0,0,135000,0,15035.2,0,0,0,90894.35,150035.2,0,3914848.7,0,0,59140.85,0,3986805.75,0,0,0,0,2025-08-13 11:17:17.027472,1
53,2,2027,5,46507,2027-05-01,23000,13000,13000,0,10723.99,4643.95,17204.98,9259.4,0,0,70000,0,15035.2,0,0,0,90832.33,85035.2,0,3986805.75,0,0,-5797.13,0,3994060.39,0,0,0,0,2025-08-13 11:17:17.196503,1
54,2,2027,6,46538,2027-06-01,23000,13000,13000,0,10723.99,4643.95,17142.96,9259.4,0,0,70000,0,15035.2,0,0,0,90770.3,85035.2,0,3994060.39,0,0,-5735.1,0,4001400.8,0,0,0,0,2025-08-13 11:17:17.346696,1
55,2,2027,7,46568,2027-07-01,23000,13000,13000,55426,10723.99,4643.95,17080.94,9259.4,0,0,70000,0,15035.2,0,0,0,146134.28,85035.2,0,4001400.8,0,0,-61099.08,0,3953401.27,0,0,0,0,2025-08-13 11:17:17.504698,1
