Periodo;Mês;Ano;Básicas;Dependentes;Estilo;Viagens;Patrimonial;Financiamento 1;Financiamento 2;Financiamento 3;Financiamento 4;Financiamento 5;Despesas Totais;Receita Ativa;Receita Passiva;Receita Patrimônio;INSS;Receitas Totais;CS;Portf Inicial;Total Vendas;Projetos;Saving;Renta $;Portf Final;Projetos BRL;Projetos USD;Caixa;Longevidade
fevereiro-72;fevereiro;2072;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;36851399.82;0;0;-28200;120641.8936;36943841.72;2.47846E-09;1.90651E-09;300000;36643841.72
março-72;março;2072;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;36943841.72;0;0;-27000;120944.5243;37037786.24;2.48657E-09;1.91275E-09;300000;36737786.24
abril-72;abril;2072;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;37037786.24;0;0;-27000;121252.0743;37132038.32;2.49471E-09;1.91901E-09;300000;36832038.32
maio-72;maio;2072;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;37132038.32;0;0;-27000;121560.631;37226598.95;2.50288E-09;1.92529E-09;300000;36926598.95
junho-72;junho;2072;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;37226598.95;0;0;-27000;121870.1979;37321469.14;2.51108E-09;1.9316E-09;300000;37021469.14
julho-72;julho;2072;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;37321469.14;0;0;-82683;122180.7783;37360966.92;2.5193E-09;1.93792E-09;300000;37060966.92
agosto-72;agosto;2072;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;37360966.92;0;0;-27000;122310.0837;37456277.01;2.52754E-09;1.94426E-09;300000;37156277.01
setembro-72;setembro;2072;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;37456277.01;0;0;-27000;122622.1041;37551899.11;2.53582E-09;1.95063E-09;300000;37251899.11
outubro-72;outubro;2072;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;37551899.11;0;0;-27000;122935.146;37647834.26;2.54412E-09;1.95702E-09;300000;37347834.26
novembro-72;novembro;2072;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;37647834.26;0;0;-27000;123249.2127;37744083.47;2.55245E-09;1.96342E-09;300000;37444083.47
dezembro-72;dezembro;2072;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;37744083.47;0;0;-82683;123564.3076;37784964.78;2.5608E-09;1.96985E-09;300000;37484964.78
janeiro-73;janeiro;2073;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;37784964.78;0;0;-27000;123698.1424;37881662.92;2.56919E-09;1.9763E-09;300000;37581662.92
fevereiro-73;fevereiro;2073;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;37881662.92;0;0;-28200;124014.7069;37977477.63;2.5776E-09;1.98277E-09;300000;37677477.63
março-73;março;2073;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;37977477.63;0;0;-27000;124328.3793;38074806.01;2.58604E-09;1.98926E-09;300000;37774806.01
abril-73;abril;2073;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;38074806.01;0;0;-27000;124647.0071;38172453.01;2.5945E-09;1.99577E-09;300000;37872453.01
maio-73;maio;2073;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;38172453.01;0;0;-27000;124966.678;38270419.69;2.603E-09;2.00231E-09;300000;37970419.69
junho-73;junho;2073;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;38270419.69;0;0;-27000;125287.3954;38368707.09;2.61152E-09;2.00886E-09;300000;38068707.09
julho-73;julho;2073;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;38368707.09;0;0;-82683;125609.1628;38411633.25;2.62007E-09;2.01544E-09;300000;38111633.25
agosto-73;agosto;2073;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;38411633.25;0;0;-27000;125749.6919;38510382.94;2.62865E-09;2.02204E-09;300000;38210382.94
setembro-73;setembro;2073;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;38510382.94;0;0;-27000;126072.9727;38609455.91;2.63725E-09;2.02865E-09;300000;38309455.91
outubro-73;outubro;2073;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;38609455.91;0;0;-27000;126397.3118;38708853.23;2.64588E-09;2.0353E-09;300000;38408853.23
novembro-73;novembro;2073;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;38708853.23;0;0;-27000;126722.7127;38808575.94;2.65455E-09;2.04196E-09;300000;38508575.94
dezembro-73;dezembro;2073;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;38808575.94;0;0;-82683;127049.1789;38852942.12;2.66324E-09;2.04864E-09;300000;38552942.12
janeiro-74;janeiro;2074;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;38852942.12;0;0;-27000;127194.4223;38953136.54;2.67196E-09;2.05535E-09;300000;38653136.54
fevereiro-74;fevereiro;2074;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;38953136.54;0;0;-28200;127522.4327;39052458.97;2.6807E-09;2.06208E-09;300000;38752458.97
março-74;março;2074;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;39052458.97;0;0;-27000;127847.5885;39153306.56;2.68948E-09;2.06883E-09;300000;38853306.56
abril-74;abril;2074;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;39153306.56;0;0;-27000;128177.7373;39254484.3;2.69828E-09;2.0756E-09;300000;38954484.3
maio-74;maio;2074;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;39254484.3;0;0;-27000;128508.9669;39355993.26;2.70712E-09;2.0824E-09;300000;39055993.26
junho-74;junho;2074;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;39355993.26;0;0;-27000;128841.2808;39457834.55;2.71598E-09;2.08921E-09;300000;39157834.55
julho-74;julho;2074;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;39457834.55;0;0;-82683;129174.6827;39504326.23;2.72487E-09;2.09605E-09;300000;39204326.23
agosto-74;agosto;2074;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;39504326.23;0;0;-27000;129326.8843;39606653.11;2.73379E-09;2.10292E-09;300000;39306653.11
setembro-74;setembro;2074;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;39606653.11;0;0;-27000;129661.8759;39709314.99;2.74274E-09;2.1098E-09;300000;39409314.99
outubro-74;outubro;2074;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;39709314.99;0;0;-27000;129997.9642;39812312.95;2.75172E-09;2.11671E-09;300000;39512312.95
novembro-74;novembro;2074;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;39812312.95;0;0;-27000;130335.1527;39915648.11;2.76073E-09;2.12364E-09;300000;39615648.11
dezembro-74;dezembro;2074;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;39915648.11;0;0;-82683;130673.4451;39963638.55;2.76977E-09;2.13059E-09;300000;39663638.55
janeiro-75;janeiro;2075;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;39963638.55;0;0;-27000;130830.5534;40067469.1;2.77883E-09;2.13756E-09;300000;39767469.1
fevereiro-75;fevereiro;2075;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;40067469.1;0;0;-28200;131170.4676;40170439.57;2.78793E-09;2.14456E-09;300000;39870439.57
março-75;março;2075;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;40170439.57;0;0;-27000;131507.5661;40274947.14;2.79706E-09;2.15158E-09;300000;39974947.14
abril-75;abril;2075;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;40274947.14;0;0;-27000;131849.6967;40379796.83;2.80621E-09;2.15863E-09;300000;40079796.83
maio-75;maio;2075;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;40379796.83;0;0;-27000;132192.9473;40484989.78;2.8154E-09;2.16569E-09;300000;40184989.78
junho-75;junho;2075;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;40484989.78;0;0;-27000;132537.3216;40590527.1;2.82462E-09;2.17278E-09;300000;40290527.1
julho-75;julho;2075;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;40590527.1;0;0;-82683;132882.8234;40640726.93;2.83387E-09;2.1799E-09;300000;40340726.93
agosto-75;agosto;2075;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;40640726.93;0;0;-27000;133047.1645;40746774.09;2.84314E-09;2.18703E-09;300000;40446774.09
setembro-75;setembro;2075;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;40746774.09;0;0;-27000;133394.3353;40853168.43;2.85245E-09;2.19419E-09;300000;40553168.43
outubro-75;outubro;2075;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;40853168.43;0;0;-27000;133742.6427;40959911.07;2.86179E-09;2.20138E-09;300000;40659911.07
novembro-75;novembro;2075;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;40959911.07;0;0;-27000;134092.0903;41067003.16;2.87116E-09;2.20858E-09;300000;40767003.16
dezembro-75;dezembro;2075;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;41067003.16;0;0;-82683;134442.682;41118762.84;2.88056E-09;2.21581E-09;300000;40818762.84
janeiro-76;janeiro;2076;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;41118762.84;0;0;-27000;134612.1297;41226374.97;2.88999E-09;2.22307E-09;300000;40926374.97
fevereiro-76;fevereiro;2076;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;41226374.97;0;0;-28200;134964.4238;41333139.39;2.89945E-09;2.23034E-09;300000;41033139.39
março-76;março;2076;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;41333139.39;0;0;-27000;135313.9428;41441453.34;2.90894E-09;2.23765E-09;300000;41141453.34
abril-76;abril;2076;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;41441453.34;0;0;-27000;135668.5344;41550121.87;2.91846E-09;2.24497E-09;300000;41250121.87
maio-76;maio;2076;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;41550121.87;0;0;-27000;136024.2869;41659146.16;2.92802E-09;2.25232E-09;300000;41359146.16
junho-76;junho;2076;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;41659146.16;0;0;-27000;136381.2041;41768527.36;2.9376E-09;2.25969E-09;300000;41468527.36
julho-76;julho;2076;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;41768527.36;0;0;-82683;136739.2897;41822583.65;2.94722E-09;2.26709E-09;300000;41522583.65
agosto-76;agosto;2076;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;41822583.65;0;0;-27000;136916.2559;41932499.91;2.95687E-09;2.27451E-09;300000;41632499.91
setembro-76;setembro;2076;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;41932499.91;0;0;-27000;137276.0931;42042776;2.96655E-09;2.28196E-09;300000;41742776
outubro-76;outubro;2076;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;42042776;0;0;-27000;137637.1084;42153413.11;2.97626E-09;2.28943E-09;300000;41853413.11
novembro-76;novembro;2076;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;42153413.11;0;0;-27000;137999.3055;42264412.42;2.986E-09;2.29693E-09;300000;41964412.42
dezembro-76;dezembro;2076;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;42264412.42;0;0;-82683;138362.6883;42320092.1;2.99578E-09;2.30445E-09;300000;42020092.1
janeiro-77;janeiro;2077;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;42320092.1;0;0;-27000;138544.9691;42431637.07;3.00559E-09;2.31199E-09;300000;42131637.07
fevereiro-77;fevereiro;2077;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;42431637.07;0;0;-28200;138910.1383;42542347.21;3.01543E-09;2.31956E-09;300000;42242347.21
março-77;março;2077;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;42542347.21;0;0;-27000;139272.5745;42654619.79;3.0253E-09;2.32715E-09;300000;42354619.79
abril-77;abril;2077;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;42654619.79;0;0;-27000;139640.1257;42767259.91;3.0352E-09;2.33477E-09;300000;42467259.91
maio-77;maio;2077;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;42767259.91;0;0;-27000;140008.8801;42880268.79;3.04514E-09;2.34241E-09;300000;42580268.79
junho-77;junho;2077;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;42880268.79;0;0;-27000;140378.8418;42993647.63;3.05511E-09;2.35008E-09;300000;42693647.63
julho-77;julho;2077;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;42993647.63;0;0;-82683;140750.0146;43051714.65;3.06511E-09;2.35778E-09;300000;42751714.65
agosto-77;agosto;2077;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;43051714.65;0;0;-27000;140940.1109;43165654.76;3.07514E-09;2.36549E-09;300000;42865654.76
setembro-77;setembro;2077;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;43165654.76;0;0;-27000;141313.1212;43279967.88;3.08521E-09;2.37324E-09;300000;42979967.88
outubro-77;outubro;2077;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;43279967.88;0;0;-27000;141687.3526;43394655.23;3.09531E-09;2.38101E-09;300000;43094655.23
novembro-77;novembro;2077;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;43394655.23;0;0;-27000;142062.8092;43509718.04;3.10544E-09;2.3888E-09;300000;43209718.04
dezembro-77;dezembro;2077;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;43509718.04;0;0;-82683;142439.4949;43569474.54;3.11561E-09;2.39662E-09;300000;43269474.54
janeiro-78;janeiro;2078;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;43569474.54;0;0;-27000;142635.1221;43685109.66;3.12581E-09;2.40447E-09;300000;43385109.66
fevereiro-78;fevereiro;2078;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;43685109.66;0;0;-28200;143013.6814;43799923.34;3.13604E-09;2.41234E-09;300000;43499923.34
março-78;março;2078;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;43799923.34;0;0;-27000;143389.5515;43916312.89;3.14631E-09;2.42024E-09;300000;43616312.89
abril-78;abril;2078;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;43916312.89;0;0;-27000;143770.5806;44033083.47;3.15661E-09;2.42816E-09;300000;43733083.47
maio-78;maio;2078;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;44033083.47;0;0;-27000;144152.8571;44150236.33;3.16694E-09;2.43611E-09;300000;43850236.33
junho-78;junho;2078;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;44150236.33;0;0;-27000;144536.3851;44267772.71;3.17731E-09;2.44409E-09;300000;43967772.71
julho-78;julho;2078;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;44267772.71;0;0;-82683;144921.1686;44330010.88;3.18771E-09;2.45209E-09;300000;44030010.88
agosto-78;agosto;2078;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;44330010.88;0;0;-27000;145124.9202;44448135.8;3.19815E-09;2.46011E-09;300000;44148135.8
setembro-78;setembro;2078;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;44448135.8;0;0;-27000;145511.6304;44566647.43;3.20862E-09;2.46817E-09;300000;44266647.43
outubro-78;outubro;2078;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;44566647.43;0;0;-27000;145899.6067;44685547.04;3.21912E-09;2.47625E-09;300000;44385547.04
novembro-78;novembro;2078;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;44685547.04;0;0;-27000;146288.853;44804835.89;3.22966E-09;2.48436E-09;300000;44504835.89
dezembro-78;dezembro;2078;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;44804835.89;0;0;-82683;146679.3737;44868832.27;3.24023E-09;2.49249E-09;300000;44568832.27
janeiro-79;janeiro;2079;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;44868832.27;0;0;-27000;146888.8812;44988721.15;3.25084E-09;2.50065E-09;300000;44688721.15
fevereiro-79;fevereiro;2079;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;44988721.15;0;0;-28200;147281.3662;45107802.51;3.26149E-09;2.50883E-09;300000;44807802.51
março-79;março;2079;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;45107802.51;0;0;-27000;147671.2076;45228473.72;3.27216E-09;2.51705E-09;300000;44928473.72
abril-79;abril;2079;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;45228473.72;0;0;-27000;148066.2537;45349539.98;3.28287E-09;2.52529E-09;300000;45049539.98
maio-79;maio;2079;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;45349539.98;0;0;-27000;148462.5931;45471002.57;3.29362E-09;2.53356E-09;300000;45171002.57
junho-79;junho;2079;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;45471002.57;0;0;-27000;148860.23;45592862.8;3.3044E-09;2.54185E-09;300000;45292862.8
julho-79;julho;2079;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;45592862.8;0;0;-82683;149259.1687;45659438.97;3.31522E-09;2.55017E-09;300000;45359438.97
agosto-79;agosto;2079;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;45659438.97;0;0;-27000;149477.1218;45781916.09;3.32608E-09;2.55852E-09;300000;45481916.09
setembro-79;setembro;2079;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;45781916.09;0;0;-27000;149878.08;45904794.17;3.33696E-09;2.5669E-09;300000;45604794.17
outubro-79;outubro;2079;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;45904794.17;0;0;-27000;150280.3509;46028074.52;3.34789E-09;2.5753E-09;300000;45728074.52
novembro-79;novembro;2079;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;46028074.52;0;0;-27000;150683.9387;46151758.46;3.35885E-09;2.58373E-09;300000;45851758.46
dezembro-79;dezembro;2079;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;46151758.46;0;0;-82683;151088.8477;46220164.31;3.36984E-09;2.59219E-09;300000;45920164.31
janeiro-80;janeiro;2080;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;46220164.31;0;0;-27000;151312.7906;46344477.1;3.38088E-09;2.60067E-09;300000;46044477.1
fevereiro-80;fevereiro;2080;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;46344477.1;0;0;-28200;151719.7584;46467996.86;3.39194E-09;2.60919E-09;300000;46167996.86
março-80;março;2080;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;46467996.86;0;0;-27000;152124.1299;46593120.99;3.40305E-09;2.61773E-09;300000;46293120.99
abril-80;abril;2080;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;46593120.99;0;0;-27000;152533.7537;46718654.74;3.41419E-09;2.6263E-09;300000;46418654.74
maio-80;maio;2080;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;46718654.74;0;0;-27000;152944.7186;46844599.46;3.42537E-09;2.6349E-09;300000;46544599.46
junho-80;junho;2080;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;46844599.46;0;0;-27000;153357.0288;46970956.49;3.43658E-09;2.64352E-09;300000;46670956.49
julho-80;julho;2080;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;46970956.49;0;0;-82683;153770.6889;47042044.18;3.44783E-09;2.65218E-09;300000;46742044.18
agosto-80;agosto;2080;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;47042044.18;0;0;-27000;154003.4115;47169047.59;3.45912E-09;2.66086E-09;300000;46869047.59
setembro-80;setembro;2080;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;47169047.59;0;0;-27000;154419.1876;47296466.77;3.47044E-09;2.66957E-09;300000;46996466.77
outubro-80;outubro;2080;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;47296466.77;0;0;-27000;154836.3248;47424303.1;3.4818E-09;2.67831E-09;300000;47124303.1
novembro-80;novembro;2080;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;47424303.1;0;0;-27000;155254.8277;47552557.93;3.4932E-09;2.68708E-09;300000;47252557.93
dezembro-80;dezembro;2080;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;47552557.93;0;0;-82683;155674.7006;47625549.63;3.50464E-09;2.69588E-09;300000;47325549.63
janeiro-81;janeiro;2081;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;47625549.63;0;0;-27000;155913.6565;47754463.28;3.51611E-09;2.7047E-09;300000;47454463.28
fevereiro-81;fevereiro;2081;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;47754463.28;0;0;-28200;156335.6862;47882598.97;3.52762E-09;2.71356E-09;300000;47582598.97
março-81;março;2081;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;47882598.97;0;0;-27000;156755.1691;48012354.14;3.53917E-09;2.72244E-09;300000;47712354.14
abril-81;abril;2081;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;48012354.14;0;0;-27000;157179.9538;48142534.09;3.55076E-09;2.73135E-09;300000;47842534.09
maio-81;maio;2081;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;48142534.09;0;0;-27000;157606.1291;48273140.22;3.56238E-09;2.74029E-09;300000;47973140.22
junho-81;junho;2081;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;48273140.22;0;0;-27000;158033.6996;48404173.92;3.57404E-09;2.74926E-09;300000;48104173.92
julho-81;julho;2081;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;48404173.92;0;0;-82683;158462.6698;48479953.59;3.58574E-09;2.75826E-09;300000;48179953.59
agosto-81;agosto;2081;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;48479953.59;0;0;-27000;158710.7527;48611664.34;3.59748E-09;2.76729E-09;300000;48311664.34
setembro-81;setembro;2081;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;48611664.34;0;0;-27000;159141.9394;48743806.28;3.60926E-09;2.77635E-09;300000;48443806.28
outubro-81;outubro;2081;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;48743806.28;0;0;-27000;159574.5378;48876380.82;3.62108E-09;2.78544E-09;300000;48576380.82
novembro-81;novembro;2081;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;48876380.82;0;0;-27000;160008.5523;49009389.37;3.63293E-09;2.79456E-09;300000;48709389.37
dezembro-81;dezembro;2081;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;49009389.37;0;0;-82683;160443.9877;49087150.36;3.64482E-09;2.80371E-09;300000;48787150.36
janeiro-82;janeiro;2082;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;49087150.36;0;0;-27000;160698.5569;49220848.92;3.65676E-09;2.81289E-09;300000;48920848.92
fevereiro-82;fevereiro;2082;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;49220848.92;0;0;-28200;161136.2512;49353785.17;3.66873E-09;2.8221E-09;300000;49053785.17
março-82;março;2082;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;49353785.17;0;0;-27000;161571.4499;49488356.62;3.68074E-09;2.83134E-09;300000;49188356.62
abril-82;abril;2082;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;49488356.62;0;0;-27000;162012.0018;49623368.62;3.69279E-09;2.84061E-09;300000;49323368.62
maio-82;maio;2082;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;49623368.62;0;0;-27000;162453.996;49758822.62;3.70488E-09;2.84991E-09;300000;49458822.62
junho-82;junho;2082;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;49758822.62;0;0;-27000;162897.4371;49894720.05;3.71701E-09;2.85923E-09;300000;49594720.05
julho-82;julho;2082;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;49894720.05;0;0;-82683;163342.33;49975379.38;3.72917E-09;2.8686E-09;300000;49675379.38
agosto-82;agosto;2082;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;49975379.38;0;0;-27000;163606.3876;50111985.77;3.74138E-09;2.87799E-09;300000;49811985.77
setembro-82;setembro;2082;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;50111985.77;0;0;-27000;164053.6014;50249039.37;3.75363E-09;2.88741E-09;300000;49949039.37
outubro-82;outubro;2082;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;50249039.37;0;0;-27000;164502.2792;50386541.65;3.76592E-09;2.89686E-09;300000;50086541.65
novembro-82;novembro;2082;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;50386541.65;0;0;-27000;164952.4259;50524494.08;3.77825E-09;2.90634E-09;300000;50224494.08
dezembro-82;dezembro;2082;23000;0;13000;55683;1000;0;0;0;0;0;92683;0;0;0;10000;10000;;50524494.08;0;0;-82683;165404.0462;50607215.13;3.79062E-09;2.91586E-09;300000;50307215.13
janeiro-83;janeiro;2083;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;50607215.13;0;0;-27000;165674.8534;50745889.98;3.80303E-09;2.9254E-09;300000;50445889.98
fevereiro-83;fevereiro;2083;23000;0;13000;0;2200;0;0;0;0;0;38200;0;0;0;10000;10000;;50745889.98;0;0;-28200;166128.8388;50883818.82;3.81548E-09;2.93498E-09;300000;50583818.82
março-83;março;2083;23000;0;13000;0;1000;0;0;0;0;0;37000;0;0;0;10000;10000;;50883818.82;0;0;-27000;166580.3819;51023399.2;3.82797E-09;2.94459E-09;300000;50723399.2
